,OrderID,OrderDate,Region,Category,Product,Price,Quantity,Sales,Month,WeekDay,Sales_Tax,Final_Price
203,204,2023-11-05,North,Food,Bread,1135.93,5,5679.650000000001,11,6,567.96,6247.61
204,205,2023-10-11,West,Furniture,Table,1580.02,3,4740.06,10,2,474.01,5214.07
205,206,2023-02-05,North,Food,Bread,1631.61,5,8158.049999999999,2,6,815.8,8973.85
206,207,2023-11-29,West,Food,Chicken,97.53,4,390.12,11,2,39.01,429.13
207,208,2023-04-25,West,Food,Milk,1812.62,2,3625.24,4,1,362.52,3987.76
208,209,2023-04-16,South,Clothing,Jacket,975.48,3,2926.44,4,6,292.64,3219.08
209,210,2023-04-25,North,Food,Milk,52.77,5,263.85,4,1,26.39,290.24
210,211,2023-04-28,East,Electronics,Smartphone,1009.73,3,3029.19,4,4,302.92,3332.11
211,212,2023-02-20,East,Electronics,Laptop,1746.97,2,3493.94,2,0,349.39,3843.33
212,213,2023-02-10,North,Clothing,Shoes,409.25,2,818.5,2,4,81.85,900.35
213,214,2023-11-05,East,Furniture,Bed,1758.55,5,8792.75,11,6,879.28,9672.03
214,215,2023-08-28,East,Furniture,Bed,1125.89,1,1125.89,8,0,112.59,1238.48
215,216,2023-11-11,North,Clothing,Dress,363.05,2,726.1,11,5,72.61,798.71
216,217,2023-12-28,West,Electronics,TV,1006.52,4,4026.08,12,3,402.61,4428.69
217,218,2023-03-19,North,Clothing,Shirt,781.72,4,3126.88,3,6,312.69,3439.57
218,219,2023-03-20,West,Food,Chicken,1428.61,3,4285.83,3,0,428.58,4714.41
219,220,2023-07-07,East,Clothing,Pants,1174.91,5,5874.55,7,4,587.46,6462.01
220,221,2023-06-08,East,Furniture,Desk,1198.42,3,3595.26,6,3,359.53,3954.79
221,222,2023-01-03,East,Electronics,TV,1098.16,2,2196.32,1,1,219.63,2415.95
222,223,2023-10-22,South,Furniture,Bed,1474.14,5,7370.700000000001,10,6,737.07,8107.77
223,224,2023-06-17,West,Furniture,Desk,448.32,3,1344.96,6,5,134.5,1479.46
224,225,2023-01-24,South,Electronics,TV,1232.89,2,2465.78,1,1,246.58,2712.36
225,226,2023-11-16,South,Food,Milk,499.38,3,1498.14,11,3,149.81,1647.95
226,227,2023-01-28,North,Electronics,Camera,139.49,2,278.98,1,5,27.9,306.88
227,228,2023-06-29,South,Electronics,Laptop,1471.97,3,4415.91,6,3,441.59,4857.5
228,229,2023-03-28,North,Clothing,Jacket,499.65,5,2498.25,3,1,249.82,2748.07
229,230,2023-03-14,North,Electronics,Camera,147.85,2,295.7,3,1,29.57,325.27
230,231,2023-06-14,South,Clothing,Dress,397.34,4,1589.36,6,2,158.94,1748.3
231,232,2023-11-10,West,Furniture,Sofa,1985.83,1,1985.83,11,4,198.58,2184.41
232,233,2023-07-25,West,Electronics,Camera,1673.52,5,8367.6,7,1,836.76,9204.36
233,234,2023-11-04,West,Food,Rice,1134.68,2,2269.36,11,5,226.94,2496.3
234,235,2023-08-22,West,Clothing,Jacket,683.33,1,683.33,8,1,68.33,751.66
235,236,2023-01-12,West,Clothing,Pants,686.11,5,3430.55,1,3,343.06,3773.61
236,237,2023-03-29,South,Food,Bread,717.86,5,3589.3,3,2,358.93,3948.23
237,238,2023-03-27,South,Clothing,Jacket,1967.76,3,5903.28,3,0,590.33,6493.61
238,239,2023-10-11,East,Clothing,Shoes,1512.32,5,7561.599999999999,10,2,756.16,8317.76
239,240,2023-08-20,West,Food,Rice,708.14,1,708.14,8,6,70.81,778.95
240,241,2023-08-08,South,Furniture,Chair,40.03,4,160.12,8,1,16.01,176.13
241,242,2023-06-12,East,Electronics,Laptop,531.56,2,1063.12,6,0,106.31,1169.43
242,243,2023-01-27,West,Electronics,TV,419.48,5,2097.4,1,4,209.74,2307.14
243,244,2023-07-17,North,Electronics,Headphones,423.81,4,1695.24,7,0,169.52,1864.76
244,245,2023-03-03,East,Electronics,Headphones,1899.43,1,1899.43,3,4,189.94,2089.37
245,246,2023-07-05,South,Electronics,Smartphone,489.28,3,1467.84,7,2,146.78,1614.62
246,247,2023-10-15,North,Electronics,Headphones,328.68,5,1643.4,10,6,164.34,1807.74
247,248,2023-08-15,North,Clothing,Jacket,1664.15,5,8320.75,8,1,832.08,9152.83
248,249,2023-06-23,North,Electronics,Laptop,1640.73,5,8203.65,6,4,820.36,9024.01
249,250,2023-10-02,East,Clothing,Shirt,865.77,2,1731.54,10,0,173.15,1904.69
250,251,2023-03-30,South,Food,Chicken,1259.48,3,3778.44,3,3,377.84,4156.28
251,252,2023-09-22,North,Furniture,Desk,1962.39,2,3924.78,9,4,392.48,4317.26
252,253,2023-05-08,West,Clothing,Pants,1900.04,3,5700.12,5,0,570.01,6270.13
253,254,2023-05-14,North,Furniture,Bed,546.14,1,546.14,5,6,54.61,600.75
254,255,2023-03-23,North,Food,Eggs,803.76,5,4018.8,3,3,401.88,4420.68
255,256,2023-06-14,East,Electronics,Smartphone,618.04,1,618.04,6,2,61.8,679.84
256,257,2023-07-27,East,Furniture,Bed,395.73,3,1187.19,7,3,118.72,1305.91
257,258,2023-03-23,South,Furniture,Table,445.26,2,890.52,3,3,89.05,979.57
258,259,2023-02-14,West,Food,Rice,1239.89,1,1239.89,2,1,123.99,1363.88
259,260,2023-09-08,East,Food,Eggs,1089.78,4,4359.12,9,4,435.91,4795.03
260,261,2023-10-05,North,Food,Chicken,1640.39,1,1640.39,10,3,164.04,1804.43
261,262,2023-03-18,South,Clothing,Shirt,763.43,2,1526.86,3,5,152.69,1679.55
262,263,2023-02-12,North,Clothing,Jacket,1388.53,5,6942.65,2,6,694.26,7636.91
263,264,2023-06-22,North,Furniture,Desk,1993.92,2,3987.84,6,3,398.78,4386.62
264,265,2023-11-25,East,Food,Rice,895.21,3,2685.63,11,5,268.56,2954.19
265,266,2023-02-24,South,Furniture,Chair,1182.48,2,2364.96,2,4,236.5,2601.46
266,267,2023-07-17,West,Electronics,TV,1365.55,1,1365.55,7,0,136.56,1502.11
267,268,2023-04-05,West,Food,Chicken,1253.2,2,2506.4,4,2,250.64,2757.04
268,269,2023-02-03,East,Clothing,Shirt,437.27,2,874.54,2,4,87.45,961.99
269,270,2023-12-30,East,Food,Chicken,1166.51,5,5832.55,12,5,583.26,6415.81
270,271,2023-02-28,South,Furniture,Table,65.61,1,65.61,2,1,6.56,72.17
271,272,2023-09-11,West,Clothing,Shoes,1683.89,4,6735.56,9,0,673.56,7409.12
272,273,2023-08-24,West,Electronics,Smartphone,888.79,3,2666.37,8,3,266.64,2933.01
273,274,2023-07-30,West,Electronics,Headphones,957.17,2,1914.34,7,6,191.43,2105.77
274,275,2023-07-03,North,Furniture,Table,173.84,2,347.68,7,0,34.77,382.45
275,276,2023-02-24,West,Food,Eggs,314.66,2,629.32,2,4,62.93,692.25
276,277,2023-03-21,North,Electronics,Camera,756.03,2,1512.06,3,1,151.21,1663.27
277,278,2023-07-31,South,Furniture,Sofa,1754.24,2,3508.48,7,0,350.85,3859.33
278,279,2023-07-25,North,Clothing,Shirt,284.53,5,1422.65,7,1,142.27,1564.92
279,280,2023-06-28,South,Clothing,Jacket,709.17,5,3545.85,6,2,354.58,3900.43
280,281,2023-10-25,West,Furniture,Sofa,1730.74,1,1730.74,10,2,173.07,1903.81
281,282,2023-07-15,West,Food,Rice,1523.04,5,7615.2,7,5,761.52,8376.72
282,283,2023-05-24,South,Food,Eggs,715.09,4,2860.36,5,2,286.04,3146.4
283,284,2023-06-01,East,Food,Bread,199.23,5,996.15,6,3,99.62,1095.77
284,285,2023-10-16,South,Food,Eggs,1118.82,4,4475.28,10,0,447.53,4922.81
285,286,2023-10-17,East,Furniture,Sofa,500.58,1,500.58,10,1,50.06,550.64
286,287,2023-07-24,North,Furniture,Sofa,1188.7,1,1188.7,7,0,118.87,1307.57
287,288,2023-02-11,North,Clothing,Jacket,32.82,1,32.82,2,5,3.28,36.1
288,289,2023-03-23,North,Clothing,Dress,570.29,2,1140.58,3,3,114.06,1254.64
289,290,2023-12-11,West,Food,Rice,397.48,2,794.96,12,0,79.5,874.46
290,291,2023-04-06,North,Electronics,Laptop,1451.28,1,1451.28,4,3,145.13,1596.41
291,292,2023-10-16,East,Electronics,Laptop,1486.57,3,4459.71,10,0,445.97,4905.68
292,293,2023-10-19,North,Clothing,Shirt,1522.41,5,7612.05,10,3,761.2,8373.25
293,294,2023-08-25,South,Clothing,Jacket,1949.68,3,5849.04,8,4,584.9,6433.94
294,295,2023-12-27,South,Furniture,Bed,1224.08,2,2448.16,12,2,244.82,2692.98
295,296,2023-06-15,West,Clothing,Jacket,1688.78,2,3377.56,6,3,337.76,3715.32
296,297,2023-05-10,South,Clothing,Shoes,1197.46,5,5987.3,5,2,598.73,6586.03
297,298,2023-05-10,East,Food,Bread,803.1,1,803.1,5,2,80.31,883.41
298,299,2023-11-06,North,Electronics,TV,1579.95,4,6319.8,11,0,631.98,6951.78
299,300,2023-01-13,West,Electronics,Laptop,879.0,3,2637.0,1,4,263.7,2900.7
