OrderID,OrderDate,Region,Category,Product,Price,Quantity,Sales
203,2023-10-23,East,Food,Eggs,679.83,2,1359.66
204,2023-11-05,North,Food,Bread,1135.93,5,5679.650000000001
205,2023-10-11,West,Furniture,Table,1580.02,3,4740.0599999999995
206,2023-02-05,North,Food,Bread,1631.61,5,8158.049999999999
207,2023-11-29,West,Food,Chicken,97.53,4,390.12
208,2023-04-25,West,Food,Milk,1812.62,2,3625.24
209,2023-04-16,South,Clothing,Jacket,975.48,3,2926.44
210,2023-04-25,North,Food,Milk,52.77,5,263.85
211,2023-04-28,East,Electronics,Smartphone,1009.73,3,3029.19
212,2023-02-20,East,Electronics,Laptop,1746.97,2,3493.94
213,2023-02-10,North,Clothing,Shoes,409.25,2,818.5
214,2023-11-05,East,Furniture,Bed,1758.55,5,8792.75
215,2023-08-28,East,Furniture,Bed,1125.89,1,1125.89
216,2023-11-11,North,Clothing,Dress,363.05,2,726.1
217,2023-12-28,West,Electronics,TV,1006.52,4,4026.08
218,2023-03-19,North,Clothing,Shirt,781.72,4,3126.88
219,2023-03-20,West,Food,Chicken,1428.61,3,4285.83
220,2023-07-07,East,Clothing,Pants,1174.91,5,5874.55
221,2023-06-08,East,Furniture,Desk,1198.42,3,3595.26
222,2023-01-03,East,Electronics,TV,1098.16,2,2196.32
223,2023-10-22,South,Furniture,Bed,1474.14,5,7370.700000000001
224,2023-06-17,West,Furniture,Desk,448.32,3,1344.96
225,2023-01-24,South,Electronics,TV,1232.89,2,2465.78
226,2023-11-16,South,Food,Milk,499.38,3,1498.1399999999999
227,2023-01-28,North,Electronics,Camera,139.49,2,278.98
228,2023-06-29,South,Electronics,Laptop,1471.97,3,4415.91
229,2023-03-28,North,Clothing,Jacket,499.65,5,2498.25
230,2023-03-14,North,Electronics,Camera,147.85,2,295.7
231,2023-06-14,South,Clothing,Dress,397.34,4,1589.36
232,2023-11-10,West,Furniture,Sofa,1985.83,1,1985.83
233,2023-07-25,West,Electronics,Camera,1673.52,5,8367.6
234,2023-11-04,West,Food,Rice,1134.68,2,2269.36
235,2023-08-22,West,Clothing,Jacket,683.33,1,683.33
236,2023-01-12,West,Clothing,Pants,686.11,5,3430.55
237,2023-03-29,South,Food,Bread,717.86,5,3589.3
238,2023-03-27,South,Clothing,Jacket,1967.76,3,5903.28
239,2023-10-11,East,Clothing,Shoes,1512.32,5,7561.599999999999
240,2023-08-20,West,Food,Rice,708.14,1,708.14
241,2023-08-08,South,Furniture,Chair,40.03,4,160.12
242,2023-06-12,East,Electronics,Laptop,531.56,2,1063.12
243,2023-01-27,West,Electronics,TV,419.48,5,2097.4
244,2023-07-17,North,Electronics,Headphones,423.81,4,1695.24
245,2023-03-03,East,Electronics,Headphones,1899.43,1,1899.43
246,2023-07-05,South,Electronics,Smartphone,489.28,3,1467.84
247,2023-10-15,North,Electronics,Headphones,328.68,5,1643.4
248,2023-08-15,North,Clothing,Jacket,1664.15,5,8320.75
249,2023-06-23,North,Electronics,Laptop,1640.73,5,8203.65
250,2023-10-02,East,Clothing,Shirt,865.77,2,1731.54
251,2023-03-30,South,Food,Chicken,1259.48,3,3778.44
252,2023-09-22,North,Furniture,Desk,1962.39,2,3924.78
253,2023-05-08,West,Clothing,Pants,1900.04,3,5700.12
254,2023-05-14,North,Furniture,Bed,546.14,1,546.14
255,2023-03-23,North,Food,Eggs,803.76,5,4018.8
256,2023-06-14,East,Electronics,Smartphone,618.04,1,618.04
257,2023-07-27,East,Furniture,Bed,395.73,3,1187.19
258,2023-03-23,South,Furniture,Table,445.26,2,890.52
259,2023-02-14,West,Food,Rice,1239.89,1,1239.89
260,2023-09-08,East,Food,Eggs,1089.78,4,4359.12
261,2023-10-05,North,Food,Chicken,1640.39,1,1640.39
262,2023-03-18,South,Clothing,Shirt,763.43,2,1526.86
263,2023-02-12,North,Clothing,Jacket,1388.53,5,6942.65
264,2023-06-22,North,Furniture,Desk,1993.92,2,3987.84
265,2023-11-25,East,Food,Rice,895.21,3,2685.63
266,2023-02-24,South,Furniture,Chair,1182.48,2,2364.96
267,2023-07-17,West,Electronics,TV,1365.55,1,1365.55
268,2023-04-05,West,Food,Chicken,1253.2,2,2506.4
269,2023-02-03,East,Clothing,Shirt,437.27,2,874.54
270,2023-12-30,East,Food,Chicken,1166.51,5,5832.55
271,2023-02-28,South,Furniture,Table,65.61,1,65.61
272,2023-09-11,West,Clothing,Shoes,1683.89,4,6735.56
273,2023-08-24,West,Electronics,Smartphone,888.79,3,2666.37
274,2023-07-30,West,Electronics,Headphones,957.17,2,1914.34
275,2023-07-03,North,Furniture,Table,173.84,2,347.68
276,2023-02-24,West,Food,Eggs,314.66,2,629.32
277,2023-03-21,North,Electronics,Camera,756.03,2,1512.06
278,2023-07-31,South,Furniture,Sofa,1754.24,2,3508.48
279,2023-07-25,North,Clothing,Shirt,284.53,5,1422.6499999999999
280,2023-06-28,South,Clothing,Jacket,709.17,5,3545.85
281,2023-10-25,West,Furniture,Sofa,1730.74,1,1730.74
282,2023-07-15,West,Food,Rice,1523.04,5,7615.2
283,2023-05-24,South,Food,Eggs,715.09,4,2860.36
284,2023-06-01,East,Food,Bread,199.23,5,996.15
285,2023-10-16,South,Food,Eggs,1118.82,4,4475.28
286,2023-10-17,East,Furniture,Sofa,500.58,1,500.58
287,2023-07-24,North,Furniture,Sofa,1188.7,1,1188.7
288,2023-02-11,North,Clothing,Jacket,32.82,1,32.82
289,2023-03-23,North,Clothing,Dress,570.29,2,1140.58
290,2023-12-11,West,Food,Rice,397.48,2,794.96
291,2023-04-06,North,Electronics,Laptop,1451.28,1,1451.28
292,2023-10-16,East,Electronics,Laptop,1486.57,3,4459.71
293,2023-10-19,North,Clothing,Shirt,1522.41,5,7612.05
294,2023-08-25,South,Clothing,Jacket,1949.68,3,5849.04
295,2023-12-27,South,Furniture,Bed,1224.08,2,2448.16
296,2023-06-15,West,Clothing,Jacket,1688.78,2,3377.56
297,2023-05-10,South,Clothing,Shoes,1197.46,5,5987.3
298,2023-05-10,East,Food,Bread,803.1,1,803.1
299,2023-11-06,North,Electronics,TV,1579.95,4,6319.8
300,2023-01-13,West,Electronics,Laptop,879.0,3,2637.0
301,2023-01-10,North,Furniture,Desk,1897.56,2,3795.12
302,2023-03-09,North,Electronics,Laptop,44.43,3,133.29
303,2023-09-27,East,Food,Eggs,1266.84,1,1266.84
304,2023-06-14,South,Food,Rice,1915.0,3,5745.0
305,2023-04-05,South,Furniture,Desk,672.17,3,2016.5099999999998
306,2023-04-13,North,Clothing,Shoes,272.49,5,1362.45
307,2023-12-15,West,Clothing,Pants,575.51,5,2877.55
308,2023-03-15,South,Food,Rice,168.39,2,336.78
309,2023-10-10,West,Furniture,Table,684.37,3,2053.11
310,2023-07-10,South,Food,Bread,1393.75,2,2787.5
311,2023-01-01,West,Electronics,Laptop,1605.95,1,1605.95
312,2023-04-27,East,Electronics,Camera,1167.59,4,4670.36
313,2023-08-19,West,Food,Chicken,1438.68,5,7193.400000000001
314,2023-01-03,East,Clothing,Shirt,105.63,4,422.52
315,2023-01-12,East,Electronics,Smartphone,394.56,4,1578.24
316,2023-07-09,West,Furniture,Desk,773.48,5,3867.4
317,2023-01-26,East,Clothing,Dress,1730.9,4,6923.6
318,2023-04-02,North,Electronics,Headphones,641.67,1,641.67
319,2023-09-10,East,Food,Rice,116.41,3,349.23
320,2023-04-08,South,Clothing,Jacket,431.56,5,2157.8
321,2023-05-30,West,Clothing,Pants,1516.47,4,6065.88
322,2023-10-14,North,Electronics,TV,1559.75,2,3119.5
323,2023-10-12,West,Furniture,Sofa,1195.42,4,4781.68
324,2023-10-11,South,Electronics,Smartphone,1978.21,5,9891.05
325,2023-02-06,South,Electronics,Camera,1289.49,4,5157.96
326,2023-02-22,South,Electronics,Camera,481.76,4,1927.04
327,2023-07-14,East,Electronics,TV,1201.66,1,1201.66
328,2023-09-05,East,Electronics,Smartphone,96.99,1,96.99
329,2023-12-09,West,Food,Bread,1326.13,5,6630.650000000001
330,2023-08-05,West,Electronics,Smartphone,1878.05,1,1878.05
331,2023-09-07,North,Furniture,Sofa,1312.17,2,2624.34
332,2023-02-06,North,Clothing,Pants,1271.01,1,1271.01
333,2023-06-24,West,Food,Milk,1159.06,5,5795.299999999999
334,2023-05-21,East,Furniture,Chair,1316.26,1,1316.26
335,2023-12-30,South,Electronics,Headphones,1795.47,4,7181.88
336,2023-12-09,West,Furniture,Bed,91.98,3,275.94
337,2023-02-03,North,Clothing,Shirt,98.29,2,196.58
338,2023-12-05,East,Furniture,Table,77.74,1,77.74
339,2023-11-14,West,Electronics,TV,1949.25,5,9746.25
340,2023-01-25,West,Clothing,Shirt,42.49,3,127.47
341,2023-11-01,East,Electronics,Headphones,586.4,3,1759.1999999999998
342,2023-09-25,West,Electronics,Headphones,1870.49,2,3740.98
343,2023-01-18,East,Food,Bread,1803.65,4,7214.6
344,2023-02-06,South,Clothing,Pants,230.94,3,692.8199999999999
345,2023-01-27,East,Clothing,Dress,1494.67,3,4484.01
346,2023-01-19,East,Electronics,TV,1462.81,2,2925.62
347,2023-02-07,East,Furniture,Desk,1379.22,2,2758.44
348,2023-06-28,West,Clothing,Jacket,1638.68,1,1638.68
349,2023-06-28,West,Furniture,Desk,1515.44,1,1515.44
350,2023-09-07,East,Furniture,Desk,1886.4,3,5659.200000000001
351,2023-03-10,West,Clothing,Jacket,1916.71,4,7666.84
352,2023-10-14,North,Furniture,Sofa,726.23,5,3631.15
353,2023-08-27,North,Clothing,Shoes,272.26,3,816.78
354,2023-09-24,West,Food,Milk,1898.0,3,5694.0
355,2023-07-18,West,Clothing,Pants,577.12,4,2308.48
356,2023-04-13,East,Clothing,Shoes,10.48,2,20.96
357,2023-09-05,South,Clothing,Dress,234.77,2,469.54
358,2023-01-16,West,Food,Eggs,1156.64,5,5783.200000000001
359,2023-01-21,North,Furniture,Chair,557.24,4,2228.96
360,2023-10-11,East,Food,Rice,1024.64,2,2049.28
361,2023-02-13,West,Furniture,Table,1515.97,2,3031.94
362,2023-07-29,North,Clothing,Jacket,348.87,3,1046.6100000000001
363,2023-04-12,North,Clothing,Shoes,7.7,2,15.4
364,2023-08-17,South,Food,Rice,1518.86,4,6075.44
365,2023-01-26,East,Food,Bread,1312.17,5,6560.85
366,2023-06-26,East,Food,Rice,685.71,5,3428.55
367,2023-06-21,South,Food,Chicken,346.03,3,1038.09
368,2023-08-20,South,Clothing,Shirt,66.39,1,66.39
369,2023-06-19,East,Clothing,Dress,533.59,4,2134.36
370,2023-07-08,East,Electronics,Headphones,1975.85,5,9879.25
371,2023-11-26,West,Food,Rice,678.35,3,2035.0500000000002
372,2023-09-14,West,Food,Eggs,1599.01,4,6396.04
373,2023-01-28,South,Furniture,Desk,1506.66,2,3013.32
374,2023-02-18,West,Furniture,Bed,198.97,2,397.94
375,2023-03-05,North,Clothing,Pants,502.6,1,502.6
376,2023-09-14,West,Electronics,Headphones,1718.31,5,8591.55
377,2023-02-05,West,Food,Rice,751.61,2,1503.22
378,2023-01-23,North,Electronics,TV,1445.02,4,5780.08
379,2023-07-03,South,Electronics,Smartphone,668.89,3,2006.67
380,2023-08-21,North,Clothing,Shoes,740.38,2,1480.76
381,2023-03-13,West,Electronics,Smartphone,1207.53,1,1207.53
382,2023-07-07,South,Food,Eggs,474.65,3,1423.9499999999998
383,2023-07-11,West,Clothing,Shirt,947.39,5,4736.95
384,2023-04-21,North,Electronics,Smartphone,1449.8,4,5799.2
385,2023-02-20,North,Clothing,Shoes,32.97,3,98.91
386,2023-01-07,West,Clothing,Jacket,1786.27,2,3572.54
387,2023-09-03,East,Furniture,Bed,975.34,4,3901.36
388,2023-11-10,East,Clothing,Jacket,1223.88,5,6119.400000000001
389,2023-03-15,North,Electronics,Headphones,1481.42,4,5925.68
390,2023-05-25,North,Furniture,Sofa,278.47,3,835.4100000000001
391,2023-11-28,East,Food,Rice,1713.97,5,8569.85
392,2023-01-01,East,Food,Chicken,727.72,2,1455.44
393,2023-11-11,West,Food,Eggs,106.47,4,425.88
394,2023-05-07,West,Food,Bread,1818.29,5,9091.45
395,2023-04-03,East,Food,Eggs,1592.3,5,7961.5
396,2023-11-10,West,Electronics,Laptop,717.76,1,717.76
397,2023-06-17,West,Clothing,Pants,1698.56,4,6794.24
398,2023-10-29,South,Furniture,Sofa,1289.17,5,6445.85
399,2023-09-18,West,Clothing,Pants,1587.07,5,7935.349999999999
400,2023-12-22,North,Clothing,Pants,1932.96,4,7731.84
401,2023-12-22,West,Electronics,Camera,131.39,3,394.16999999999996
402,2023-12-23,West,Electronics,TV,1561.61,1,1561.61
403,2023-03-19,East,Electronics,Camera,136.33,2,272.66
404,2023-06-01,North,Furniture,Desk,1353.9,5,6769.5
405,2023-07-29,West,Electronics,Smartphone,1618.21,2,3236.42
406,2023-11-04,West,Clothing,Shoes,790.53,3,2371.59
407,2023-06-29,South,Furniture,Table,466.76,2,933.52
408,2023-03-18,West,Electronics,Smartphone,452.41,1,452.41
409,2023-06-30,West,Electronics,Laptop,636.12,1,636.12
410,2023-05-20,South,Electronics,Headphones,1476.29,2,2952.58
411,2023-10-04,East,Clothing,Pants,1979.47,5,9897.35
412,2023-08-20,West,Electronics,Headphones,1966.36,4,7865.44
413,2023-10-14,South,Clothing,Shirt,436.29,3,1308.8700000000001
414,2023-02-01,North,Furniture,Bed,285.09,4,1140.36
415,2023-02-22,East,Electronics,TV,324.43,5,1622.15
416,2023-08-21,North,Food,Bread,1158.8,4,4635.2
417,2023-04-08,North,Food,Chicken,1186.0,4,4744.0
418,2023-09-26,South,Clothing,Dress,1800.75,4,7203.0
419,2023-10-12,West,Electronics,Headphones,793.7,4,3174.8
420,2023-08-10,South,Electronics,Laptop,1732.09,5,8660.449999999999
421,2023-12-16,South,Food,Rice,322.39,5,1611.9499999999998
422,2023-05-17,South,Furniture,Bed,1663.87,5,8319.349999999999
423,2023-07-17,South,Furniture,Bed,720.73,1,720.73
424,2023-02-16,East,Clothing,Shirt,1691.21,5,8456.05
425,2023-09-04,West,Food,Rice,633.18,4,2532.72
426,2023-05-12,North,Clothing,Dress,1479.52,4,5918.08
427,2023-04-17,North,Clothing,Shoes,1710.56,4,6842.24
428,2023-03-20,West,Furniture,Sofa,246.74,5,1233.7
429,2023-11-27,North,Food,Bread,229.39,4,917.56
430,2023-04-29,West,Clothing,Shirt,1459.02,1,1459.02
431,2023-01-31,North,Furniture,Table,1378.73,3,4136.1900000000005
432,2023-03-03,South,Furniture,Desk,355.02,2,710.04
433,2023-10-11,North,Electronics,Camera,1998.28,2,3996.56
434,2023-10-21,West,Food,Milk,285.46,2,570.92
435,2023-10-31,West,Food,Chicken,993.87,3,2981.61
436,2023-02-05,West,Electronics,Headphones,464.85,4,1859.4
437,2023-11-04,West,Clothing,Shirt,171.58,5,857.9000000000001
438,2023-03-15,West,Furniture,Bed,903.13,4,3612.52
439,2023-04-04,East,Furniture,Sofa,1996.18,5,9980.9
