transaction_id,customer_id,product_id,sale_date,quantity,unit_price,total_amount,region,sales_rep
TXN_000068,CUST_1707,PROD_368,2023-04-07,7,362.89,2540.23,North,REP_26
TXN_000069,CUST_0161,PROD_134,2023-01-19,3,386.04,1158.12,South,REP_09
TXN_000070,CUST_0784,PROD_277,2023-08-16,6,196.49,1178.94,South,REP_08
TXN_000071,CUST_1453,PROD_167,2024-01-01,10,265.13,2651.3,East,REP_15
TXN_000072,CUST_1081,PROD_069,2023-11-26,7,18.35,128.45,West,REP_34
TXN_000073,CUST_0061,PROD_281,2023-10-05,6,130.0,780.0,West,REP_20
TXN_000074,CUST_1753,PROD_290,2023-05-17,4,347.1,1388.4,North,REP_44
TXN_000075,CUST_0822,PROD_388,2023-07-18,8,292.35,2338.8,West,REP_08
TXN_000076,CUST_0292,PROD_174,2023-04-18,8,243.44,1947.52,South,REP_12
TXN_000077,CUST_1851,PROD_281,2023-09-04,7,475.69,3329.83,East,REP_40
TXN_000078,CUST_0683,PROD_347,2023-07-15,10,324.08,3240.8,West,REP_31
TXN_000079,CUST_1488,PROD_351,2023-05-14,3,54.05,162.15,South,REP_11
TXN_000080,CUST_1156,PROD_355,2023-05-07,8,321.42,2571.36,West,REP_19
TXN_000081,CUST_0760,PROD_401,2023-02-01,10,373.42,3734.2,West,REP_26
TXN_000082,CUST_1717,PROD_285,2023-07-09,9,453.86,4084.74,West,REP_31
TXN_000083,CUST_0928,PROD_052,2023-05-28,2,31.83,63.66,West,REP_42
TXN_000084,CUST_0865,PROD_414,2023-03-19,3,73.76,221.28,East,REP_22
TXN_000085,CUST_0923,PROD_271,2023-03-23,1,287.42,287.42,East,REP_10
TXN_000086,CUST_1208,PROD_145,2023-12-02,7,154.67,1082.69,West,REP_19
TXN_000087,CUST_0709,PROD_257,2023-11-02,3,484.58,1453.74,West,REP_38
TXN_000088,CUST_0209,PROD_080,2023-04-03,1,421.61,421.61,North,REP_13
TXN_000089,CUST_0220,PROD_129,2023-04-28,8,290.97,2327.76,West,REP_38
TXN_000090,CUST_1503,PROD_023,2023-07-11,9,341.95,3077.55,South,REP_26
TXN_000091,CUST_1172,PROD_104,2023-06-29,7,398.96,2792.72,West,REP_26
TXN_000092,CUST_1150,PROD_198,2023-02-14,6,288.68,1732.08,South,REP_12
TXN_000093,CUST_0069,PROD_435,2023-11-05,3,410.8,1232.4,North,REP_04
TXN_000094,CUST_1773,PROD_287,2023-03-07,5,379.63,1898.15,West,REP_33
TXN_000095,CUST_1831,PROD_331,2023-09-04,4,450.83,1803.32,North,REP_46
TXN_000096,CUST_0269,PROD_393,2023-02-10,5,317.98,1589.9,North,REP_25
TXN_000097,CUST_0001,PROD_098,2023-08-28,9,312.76,2814.84,West,REP_05
TXN_000098,CUST_1262,PROD_225,2023-03-18,6,83.87,503.22,North,REP_30
TXN_000099,CUST_0886,PROD_453,2023-10-22,6,215.84,1295.04,North,REP_35
TXN_000100,CUST_1268,PROD_139,2023-07-09,8,473.94,3791.52,East,REP_05
TXN_000101,CUST_1674,PROD_369,2023-02-22,10,255.39,2553.9,North,REP_07
TXN_000102,CUST_0290,PROD_117,2023-12-23,7,242.43,1697.01,North,REP_34
TXN_000103,CUST_0274,PROD_230,2023-10-29,3,321.05,963.15,North,REP_02
TXN_000104,CUST_0121,PROD_275,2023-08-08,8,387.79,3102.32,South,REP_09
TXN_000105,CUST_1486,PROD_151,2023-11-23,10,86.35,863.5,South,REP_42
TXN_000106,CUST_1614,PROD_499,2023-02-15,6,19.57,117.42,South,REP_12
TXN_000107,CUST_1577,PROD_252,2023-07-03,6,346.38,2078.28,North,REP_24
TXN_000108,CUST_0676,PROD_381,2023-06-30,3,438.95,1316.85,East,REP_03
TXN_000109,CUST_1267,PROD_396,2023-11-01,6,113.84,683.04,West,REP_36
TXN_000110,CUST_0272,PROD_402,2023-01-17,3,87.09,261.27,East,REP_42
TXN_000111,CUST_1127,PROD_084,2023-08-04,7,188.23,1317.61,West,REP_41
TXN_000112,CUST_0418,PROD_107,2023-07-15,3,320.38,961.14,South,REP_40
TXN_000113,CUST_1469,PROD_448,2023-05-08,2,36.05,72.1,North,REP_14
TXN_000114,CUST_1604,PROD_082,2023-06-18,10,41.95,419.5,East,REP_19
TXN_000115,CUST_0737,PROD_170,2023-09-12,4,133.67,534.68,North,REP_43
TXN_000116,CUST_1850,PROD_452,2023-05-13,2,239.62,479.24,South,REP_37
TXN_000117,CUST_0613,PROD_061,2023-10-15,3,112.82,338.46,South,REP_40
TXN_000118,CUST_0150,PROD_400,2023-08-22,9,303.52,2731.68,North,REP_10
TXN_000119,CUST_0250,PROD_448,2023-06-22,4,367.32,1469.28,East,REP_20
TXN_000120,CUST_1302,PROD_159,2023-05-08,7,444.46,3111.22,West,REP_08
TXN_000121,CUST_1761,PROD_216,2023-03-11,4,103.43,413.72,West,REP_41
TXN_000122,CUST_1685,PROD_464,2023-12-14,1,181.18,181.18,South,REP_08
TXN_000123,CUST_1222,PROD_437,2023-06-30,10,333.94,3339.4,South,REP_41
TXN_000124,CUST_1027,PROD_036,2023-08-12,4,471.13,1884.52,West,REP_04
TXN_000125,CUST_1574,PROD_121,2023-09-13,7,158.05,1106.35,West,REP_06
TXN_000126,CUST_0236,PROD_078,2023-04-04,5,184.12,920.6,East,REP_06
TXN_000127,CUST_0577,PROD_103,2023-01-08,8,295.8,2366.4,East,REP_19
TXN_000128,CUST_1645,PROD_179,2023-11-16,4,195.51,782.04,South,REP_43
TXN_000129,CUST_1196,PROD_278,2023-10-18,6,433.96,2603.76,West,REP_23
TXN_000130,CUST_1618,PROD_405,2023-01-20,7,389.58,2727.06,West,REP_08
TXN_000131,CUST_1281,PROD_400,2023-02-22,8,487.72,3901.76,North,REP_46
TXN_000132,CUST_1095,PROD_365,2023-05-24,8,16.4,131.2,West,REP_12
TXN_000133,CUST_0051,PROD_279,2023-01-09,5,496.7,2483.5,North,REP_33
TXN_000134,CUST_0104,PROD_410,2023-05-04,4,119.09,476.36,South,REP_13
TXN_000135,CUST_0302,PROD_333,2023-05-07,2,478.33,956.66,East,REP_30
TXN_000136,CUST_1100,PROD_186,2023-01-22,2,463.09,926.18,East,REP_05
TXN_000137,CUST_1915,PROD_296,2023-04-22,1,154.21,154.21,East,REP_44
TXN_000138,CUST_1218,PROD_452,2023-06-05,7,371.17,2598.19,South,REP_01
TXN_000139,CUST_1759,PROD_241,2023-04-27,8,281.13,2249.04,West,REP_33
TXN_000140,CUST_1304,PROD_365,2023-02-07,5,405.38,2026.9,West,REP_39
TXN_000141,CUST_1202,PROD_382,2023-08-29,2,279.97,559.94,West,REP_11
TXN_000142,CUST_0930,PROD_148,2023-01-24,7,463.77,3246.39,East,REP_40
TXN_000143,CUST_0015,PROD_354,2023-11-24,7,50.42,352.94,West,REP_02
TXN_000144,CUST_1032,PROD_364,2023-02-03,4,90.34,361.36,West,REP_22
TXN_000145,CUST_1042,PROD_450,2023-07-29,5,464.15,2320.75,South,REP_20
TXN_000146,CUST_1609,PROD_374,2023-03-28,10,242.18,2421.8,East,REP_45
TXN_000147,CUST_0229,PROD_293,2023-07-28,9,333.79,3004.11,East,REP_43
TXN_000148,CUST_1555,PROD_362,2023-09-24,3,301.69,905.07,North,REP_30
TXN_000149,CUST_1954,PROD_090,2023-04-16,1,41.17,41.17,North,REP_24
TXN_000150,CUST_1496,PROD_434,2023-01-04,7,475.29,3327.03,West,REP_14
TXN_000151,CUST_1945,PROD_078,2023-09-24,7,496.87,3478.09,South,REP_26
TXN_000152,CUST_1709,PROD_217,2023-07-07,4,203.62,814.48,East,REP_02
TXN_000153,CUST_0996,PROD_033,2023-08-23,7,497.3,3481.1,West,REP_05
TXN_000154,CUST_0092,PROD_049,2023-09-27,3,243.26,729.78,North,REP_31
TXN_000155,CUST_1611,PROD_267,2023-09-01,2,251.57,503.14,South,REP_33
TXN_000156,CUST_0784,PROD_044,2023-07-25,9,259.87,2338.83,East,REP_34
TXN_000157,CUST_1387,PROD_190,2023-11-28,4,104.32,417.28,South,REP_01
TXN_000158,CUST_0310,PROD_363,2023-11-26,2,380.19,760.38,South,REP_35
TXN_000159,CUST_1658,PROD_354,2023-01-22,7,281.94,1973.58,North,REP_33
TXN_000160,CUST_1890,PROD_452,2023-02-27,8,287.72,2301.76,South,REP_34
TXN_000161,CUST_0877,PROD_429,2023-06-05,6,63.0,378.0,West,REP_38
TXN_000162,CUST_1229,PROD_394,2023-08-28,4,432.15,1728.6,North,REP_07
TXN_000163,CUST_0067,PROD_313,2023-07-18,3,314.77,944.31,West,REP_47
TXN_000164,CUST_1356,PROD_161,2023-02-10,8,258.42,2067.36,East,REP_18
TXN_000165,CUST_1641,PROD_281,2023-02-27,1,180.33,180.33,East,REP_07
TXN_000166,CUST_0408,PROD_022,2023-03-08,2,199.46,398.92,South,REP_07
TXN_000167,CUST_1351,PROD_207,2023-03-27,7,491.61,3441.27,South,REP_43
TXN_000168,CUST_0473,PROD_278,2023-12-26,2,238.49,476.98,South,REP_32
TXN_000169,CUST_0043,PROD_130,2023-02-08,8,132.28,1058.24,South,REP_30
TXN_000170,CUST_1713,PROD_494,2023-02-12,3,134.95,404.85,West,REP_03
TXN_000171,CUST_1139,PROD_454,2023-03-01,3,212.97,638.91,South,REP_33
TXN_000172,CUST_0292,PROD_484,2023-10-30,1,427.93,427.93,West,REP_49
TXN_000173,CUST_0626,PROD_221,2023-07-13,8,494.22,3953.76,East,REP_19
TXN_000174,CUST_1189,PROD_434,2023-11-06,3,269.25,807.75,South,REP_31
TXN_000175,CUST_0952,PROD_321,2023-11-23,7,107.77,754.39,South,REP_10
TXN_000176,CUST_0093,PROD_395,2023-08-27,10,258.32,2583.2,South,REP_18
TXN_000177,CUST_1118,PROD_456,2023-07-06,2,155.61,311.22,South,REP_43
TXN_000178,CUST_0230,PROD_326,2023-01-19,8,146.71,1173.68,West,REP_35
TXN_000179,CUST_0298,PROD_092,2023-08-26,7,490.31,3432.17,West,REP_06
TXN_000180,CUST_0070,PROD_003,2023-10-24,2,323.19,646.38,West,REP_36
TXN_000181,CUST_1692,PROD_445,2023-12-14,2,151.96,303.92,North,REP_34
TXN_000182,CUST_0044,PROD_350,2023-04-24,1,321.17,321.17,West,REP_40
TXN_000183,CUST_0615,PROD_265,2023-07-19,4,255.3,1021.2,West,REP_08
TXN_000184,CUST_1797,PROD_317,2023-08-08,7,457.22,3200.54,North,REP_22
TXN_000185,CUST_1380,PROD_473,2023-10-07,1,93.34,93.34,South,REP_39
TXN_000186,CUST_0349,PROD_125,2023-07-02,2,310.3,620.6,East,REP_49
TXN_000187,CUST_1028,PROD_268,2023-03-26,10,153.87,1538.7,North,REP_25
TXN_000188,CUST_0007,PROD_153,2023-01-20,3,71.27,213.81,East,REP_39
TXN_000189,CUST_1025,PROD_373,2023-07-02,10,339.11,3391.1,North,REP_10
TXN_000190,CUST_0886,PROD_348,2023-09-28,7,199.23,1394.61,North,REP_02
TXN_000191,CUST_0553,PROD_211,2023-10-18,7,179.53,1256.71,East,REP_20
TXN_000192,CUST_0347,PROD_045,2023-06-30,6,492.89,2957.34,South,REP_28
TXN_000193,CUST_0070,PROD_309,2023-03-25,9,253.12,2278.08,East,REP_48
TXN_000194,CUST_0149,PROD_365,2023-05-02,10,438.57,4385.7,South,REP_39
TXN_000195,CUST_0978,PROD_325,2023-04-27,8,24.75,198.0,West,REP_24
TXN_000196,CUST_0070,PROD_431,2023-09-23,6,47.13,282.78,North,REP_17
TXN_000197,CUST_1960,PROD_390,2023-06-11,4,319.8,1279.2,East,REP_01
TXN_000198,CUST_0316,PROD_255,2023-02-09,1,238.59,238.59,West,REP_31
TXN_000199,CUST_0595,PROD_386,2023-01-21,10,362.64,3626.4,South,REP_12
TXN_000200,CUST_1467,PROD_257,2023-02-11,7,87.95,615.65,South,REP_42
TXN_000201,CUST_1828,PROD_007,2023-11-24,8,152.61,1220.88,North,REP_16
TXN_000202,CUST_1845,PROD_475,2023-04-24,8,449.5,3596.0,East,REP_23
TXN_000203,CUST_0973,PROD_181,2023-11-19,7,114.09,798.63,West,REP_06
TXN_000204,CUST_1172,PROD_479,2023-12-14,7,431.75,3022.25,East,REP_32
TXN_000205,CUST_0715,PROD_076,2023-10-23,7,371.54,2600.78,South,REP_49
TXN_000206,CUST_1024,PROD_315,2023-02-28,7,267.02,1869.14,South,REP_50
TXN_000207,CUST_0720,PROD_264,2023-01-22,5,347.38,1736.9,North,REP_12
TXN_000208,CUST_0392,PROD_172,2023-08-25,8,337.6,2700.8,West,REP_40
TXN_000209,CUST_0869,PROD_228,2023-08-08,6,38.65,231.9,West,REP_24
TXN_000210,CUST_0274,PROD_304,2023-06-28,8,123.88,991.04,West,REP_47
TXN_000211,CUST_0594,PROD_333,2023-09-03,2,467.9,935.8,South,REP_12
TXN_000212,CUST_1926,PROD_176,2023-12-27,2,167.65,335.3,East,REP_38
TXN_000213,CUST_0030,PROD_152,2023-05-06,2,57.31,114.62,South,REP_30
TXN_000214,CUST_0637,PROD_173,2023-08-14,2,53.28,106.56,East,REP_46
TXN_000215,CUST_0028,PROD_247,2023-02-01,3,76.06,228.18,East,REP_20
TXN_000216,CUST_0476,PROD_095,2023-03-17,7,391.89,2743.23,North,REP_43
TXN_000217,CUST_0477,PROD_010,2023-09-29,9,287.52,2587.68,South,REP_06
TXN_000218,CUST_1264,PROD_423,2023-04-03,2,403.38,806.76,North,REP_20
TXN_000219,CUST_1448,PROD_277,2023-04-09,7,50.62,354.34,North,REP_02
TXN_000220,CUST_1057,PROD_368,2023-04-18,10,374.43,3744.3,West,REP_47
TXN_000221,CUST_0308,PROD_408,2023-09-07,3,224.67,674.01,East,REP_42
TXN_000222,CUST_0452,PROD_122,2023-10-28,7,160.72,1125.04,South,REP_49
TXN_000223,CUST_1942,PROD_081,2023-09-02,10,317.29,3172.9,North,REP_09
TXN_000224,CUST_0340,PROD_091,2023-06-02,10,200.24,2002.4,South,REP_02
TXN_000225,CUST_0264,PROD_329,2023-08-20,8,186.03,1488.24,West,REP_14
TXN_000226,CUST_0189,PROD_253,2023-03-17,9,495.45,4459.05,West,REP_43
TXN_000227,CUST_0322,PROD_257,2023-09-27,4,430.73,1722.92,East,REP_04
TXN_000228,CUST_0640,PROD_477,2023-03-19,4,471.94,1887.76,East,REP_07
TXN_000229,CUST_0965,PROD_062,2023-04-27,3,372.94,1118.82,South,REP_11
TXN_000230,CUST_0475,PROD_004,2023-04-29,5,139.45,697.25,South,REP_36
TXN_000231,CUST_1982,PROD_475,2023-11-06,1,132.11,132.11,West,REP_15
TXN_000232,CUST_1182,PROD_413,2023-03-05,6,242.15,1452.9,South,REP_26
TXN_000233,CUST_0096,PROD_203,2023-10-11,3,21.87,65.61,South,REP_50
TXN_000234,CUST_1005,PROD_357,2023-01-18,6,412.54,2475.24,East,REP_31
TXN_000235,CUST_0145,PROD_116,2023-01-13,2,293.09,586.18,North,REP_31
TXN_000236,CUST_1996,PROD_208,2023-03-11,7,424.3,2970.1,North,REP_09
TXN_000237,CUST_0281,PROD_200,2023-07-24,7,33.08,231.56,South,REP_17
TXN_000238,CUST_1473,PROD_242,2023-08-04,3,400.77,1202.31,East,REP_44
TXN_000239,CUST_1799,PROD_282,2023-10-22,2,201.44,402.88,North,REP_50
TXN_000240,CUST_1200,PROD_343,2023-04-02,6,351.11,2106.66,East,REP_21
TXN_000241,CUST_1147,PROD_319,2023-12-03,9,125.59,1130.31,East,REP_06
TXN_000242,CUST_0021,PROD_415,2023-10-31,10,263.13,2631.3,East,REP_36
TXN_000243,CUST_0810,PROD_037,2023-01-21,1,318.61,318.61,North,REP_31
TXN_000244,CUST_1142,PROD_404,2023-05-10,5,160.23,801.15,South,REP_08
TXN_000245,CUST_0311,PROD_007,2023-09-14,2,22.23,44.46,North,REP_25
TXN_000246,CUST_1385,PROD_332,2023-09-20,10,275.67,2756.7,North,REP_06
TXN_000247,CUST_1601,PROD_435,2023-01-27,4,184.86,739.44,South,REP_35
TXN_000248,CUST_0158,PROD_405,2023-08-14,9,181.14,1630.26,East,REP_19
TXN_000249,CUST_0783,PROD_364,2023-02-08,6,324.5,1947.0,North,REP_38
TXN_000250,CUST_0752,PROD_424,2023-08-19,1,205.99,205.99,West,REP_05
TXN_000251,CUST_0879,PROD_368,2023-10-08,5,392.12,1960.6,East,REP_23
TXN_000252,CUST_0607,PROD_466,2023-05-09,9,183.65,1652.85,East,REP_15
TXN_000253,CUST_1811,PROD_400,2023-12-26,5,204.6,1023.0,West,REP_02
TXN_000254,CUST_1176,PROD_202,2023-10-19,10,211.83,2118.3,North,REP_48
TXN_000255,CUST_0474,PROD_125,2023-10-25,2,339.38,678.76,North,REP_23
TXN_000256,CUST_1391,PROD_162,2023-01-13,7,439.9,3079.3,North,REP_06
TXN_000257,CUST_0651,PROD_443,2023-05-02,2,109.74,219.48,North,REP_12
TXN_000258,CUST_0917,PROD_291,2023-02-22,1,392.92,392.92,East,REP_14
TXN_000259,CUST_1723,PROD_443,2023-04-14,8,449.12,3592.96,South,REP_02
TXN_000260,CUST_1715,PROD_423,2023-03-31,3,436.75,1310.25,East,REP_15
TXN_000261,CUST_0789,PROD_335,2023-12-21,6,158.88,953.28,East,REP_38
TXN_000262,CUST_1100,PROD_247,2023-12-20,3,27.19,81.57,North,REP_29
TXN_000263,CUST_1625,PROD_005,2023-12-21,2,308.88,617.76,West,REP_31
TXN_000264,CUST_0428,PROD_392,2023-09-20,5,85.67,428.35,North,REP_41
TXN_000265,CUST_0607,PROD_293,2023-02-21,5,374.1,1870.5,South,REP_17
TXN_000266,CUST_0480,PROD_451,2023-05-01,1,265.62,265.62,North,REP_12
TXN_000267,CUST_0779,PROD_414,2023-06-28,2,486.93,973.86,North,REP_27
TXN_000268,CUST_1880,PROD_226,2023-12-13,9,223.3,2009.7,East,REP_28
TXN_000269,CUST_0794,PROD_281,2023-09-27,2,381.48,762.96,East,REP_48
TXN_000270,CUST_0078,PROD_155,2023-01-16,2,424.65,849.3,East,REP_04
TXN_000271,CUST_0646,PROD_074,2023-03-07,7,199.03,1393.21,West,REP_11
TXN_000272,CUST_1235,PROD_450,2023-04-29,5,201.34,1006.7,South,REP_50
TXN_000273,CUST_1159,PROD_309,2023-08-27,1,316.52,316.52,East,REP_27
TXN_000274,CUST_0788,PROD_187,2023-10-30,2,333.12,666.24,East,REP_19
TXN_000275,CUST_0354,PROD_241,2023-06-09,8,408.08,3264.64,East,REP_27
TXN_000276,CUST_0106,PROD_062,2023-02-23,6,102.19,613.14,South,REP_39
TXN_000277,CUST_0226,PROD_013,2023-07-12,4,305.71,1222.84,South,REP_42
TXN_000278,CUST_1036,PROD_473,2023-02-09,10,211.22,2112.2,West,REP_30
TXN_000279,CUST_1647,PROD_260,2023-04-13,1,407.22,407.22,East,REP_16
TXN_000280,CUST_1402,PROD_181,2023-05-15,7,49.32,345.24,South,REP_41
TXN_000281,CUST_0416,PROD_172,2023-03-23,1,158.94,158.94,South,REP_35
TXN_000282,CUST_0454,PROD_054,2023-12-17,10,94.23,942.3,North,REP_46
TXN_000283,CUST_1532,PROD_280,2023-04-27,6,482.15,2892.9,South,REP_49
TXN_000284,CUST_0564,PROD_438,2023-09-27,5,21.47,107.35,South,REP_01
TXN_000285,CUST_1582,PROD_434,2023-12-27,5,393.5,1967.5,North,REP_08
TXN_000286,CUST_1397,PROD_028,2023-06-14,6,159.19,955.14,South,REP_18
TXN_000287,CUST_1972,PROD_182,2023-09-10,5,99.95,499.75,North,REP_11
TXN_000288,CUST_1437,PROD_031,2023-12-16,1,333.41,333.41,North,REP_19
TXN_000289,CUST_1811,PROD_325,2023-03-09,2,324.77,649.54,North,REP_46
TXN_000290,CUST_1288,PROD_352,2023-02-27,5,18.32,91.6,West,REP_15
TXN_000291,CUST_0618,PROD_084,2023-06-29,6,168.06,1008.36,North,REP_38
TXN_000292,CUST_1554,PROD_153,2023-05-28,7,177.98,1245.86,West,REP_22
TXN_000293,CUST_1317,PROD_426,2023-08-27,7,279.28,1954.96,East,REP_48
TXN_000294,CUST_0154,PROD_467,2023-04-25,4,12.05,48.2,East,REP_01
TXN_000295,CUST_0219,PROD_241,2023-07-14,3,352.95,1058.85,East,REP_29
TXN_000296,CUST_1262,PROD_490,2023-02-11,2,158.06,316.12,East,REP_10
TXN_000297,CUST_0976,PROD_278,2023-07-04,4,265.76,1063.04,South,REP_35
TXN_000298,CUST_0656,PROD_492,2023-09-12,6,125.48,752.88,East,REP_44
TXN_000299,CUST_0948,PROD_335,2023-01-21,7,415.26,2906.82,East,REP_40
TXN_000300,CUST_1201,PROD_358,2023-04-14,9,489.75,4407.75,East,REP_32
TXN_000301,CUST_0040,PROD_442,2023-09-01,6,424.54,2547.24,South,REP_29
TXN_000302,CUST_1280,PROD_221,2023-03-02,4,109.2,436.8,West,REP_18
TXN_000303,CUST_0949,PROD_391,2023-06-03,10,474.0,4740.0,North,REP_24
TXN_000304,CUST_0359,PROD_417,2023-06-08,3,160.22,480.66,East,REP_50
TXN_000305,CUST_1339,PROD_249,2023-03-20,9,131.93,1187.37,North,REP_08
TXN_000306,CUST_0742,PROD_283,2023-02-23,1,167.66,167.66,North,REP_32
TXN_000307,CUST_0926,PROD_016,2023-09-01,5,279.97,1399.85,West,REP_37
TXN_000308,CUST_0251,PROD_286,2023-05-03,8,15.22,121.76,East,REP_31
TXN_000309,CUST_1515,PROD_415,2023-03-10,6,452.69,2716.14,South,REP_42
TXN_000310,CUST_1173,PROD_261,2023-03-31,1,321.54,321.54,East,REP_18
TXN_000311,CUST_1578,PROD_083,2023-10-27,1,387.29,387.29,South,REP_02
